id,yield
15460,5717.437380862713
15461,5094.959479324487
15462,5182.121517315412
15463,6721.434383818926
15464,6282.248895895587
15465,6698.597275068119
15466,7299.313122322519
15467,7336.322266304187
15468,3485.861682584149
15469,2503.627784092796
15470,7433.308947320929
15471,7344.059627886252
15472,6593.17698798543
15473,5249.815131890354
15474,6822.051957705875
15475,5171.298017957189
15476,5261.4858215298345
15477,5669.74351033277
15478,4461.29519997211
15479,7349.042310231533
15480,6791.060169621363
15481,6472.394591481467
15482,6338.409046686375
15483,6756.6664874879925
15484,6309.831969607807
15485,7496.654481494172
15486,6175.1139297340505
15487,7853.979531222272
15488,7134.558081972642
15489,5476.383882493317
15490,6202.2506916457205
15491,6540.451851126355
15492,5206.699866487899
15493,7321.01429986999
15494,6372.349146200372
15495,6879.708153925937
15496,6929.495155869996
15497,4771.085799041747
15498,6685.548734061878
15499,6484.398645290394
15500,7462.808726120846
15501,5516.507585541238
15502,7637.749168579019
15503,7456.693925981945
15504,6787.430884394253
15505,6180.090973139438
15506,4518.063843995134
15507,4681.268639209514
15508,6059.612643142283
15509,4017.958320181412
15510,5013.5718707494125
15511,6146.938452777248
15512,5341.82604160114
15513,6721.225492564861
15514,7870.310044258707
15515,6692.806018625424
15516,5138.719421789424
15517,7722.545977359705
15518,7096.094527718666
15519,7081.795227276421
15520,5643.994361866489
15521,6491.384003644977
15522,6360.91195611324
15523,6573.291243112601
15524,7190.844154160572
15525,5218.529969367407
15526,5495.624867674267
15527,4488.770124833283
15528,4288.935642138671
15529,7442.938622276302
15530,6566.437175545862
15531,6650.32487885133
15532,7177.042316988698
15533,4797.576346133503
15534,7952.738429437421
15535,4058.415843619854
15536,6532.595558904356
15537,5482.506143675979
15538,6662.3243826309235
15539,7415.035182034117
15540,6150.421115154129
15541,6349.220440599802
15542,7143.827819211507
15543,7108.581060980561
15544,4653.963748489287
15545,4925.8104239889035
15546,7551.129059175844
15547,5492.844561611703
15548,5963.769906733515
15549,7077.570036673425
15550,6644.085478219125
15551,7097.4977940222925
15552,6394.398492538979
15553,4292.209724984696
15554,5538.904636566634
15555,5992.171892114675
15556,6761.734291967442
15557,7073.249596760128
15558,4105.729566172089
15559,5558.355697629785
15560,7774.998831069946
15561,5510.605532673226
15562,7546.198937898582
15563,6693.735616510752
15564,4401.902364539646
15565,6388.857149470501
15566,6677.661351626322
15567,6547.970082918344
15568,3239.8155062732085
15569,4246.0232253064405
15570,5275.825683977074
15571,5168.442182795068
15572,4122.962859512051
15573,5842.051920764721
15574,6191.562432133149
15575,6467.623949612045
15576,4356.462857769265
15577,5898.25979559022
15578,6569.884113381282
15579,3203.9367351723113
15580,7670.142035391142
15581,7352.9426715890095
15582,6654.644648527056
15583,3037.403456446211
15584,5384.946674664762
15585,4133.922819449086
15586,6266.403357275022
15587,7947.445957116148
15588,6426.670838649012
15589,5719.379946510197
15590,5082.3714763943435
15591,5961.4537968866125
15592,7875.306994491017
15593,7225.861846836169
15594,6854.785075897061
15595,4409.2952296702315
15596,4729.861089911778
15597,5069.493126227122
15598,5283.273933889832
15599,5589.320246254785
15600,5547.339434757608
15601,6130.777456587379
15602,7674.309887090905
15603,5008.214601731235
15604,7339.036582872433
15605,6423.119781593366
15606,7569.2837812906055
15607,5794.228668985577
15608,6807.778835888405
15609,7323.162672880742
15610,6515.619085670698
15611,4682.4433712541495
15612,5125.403878076176
15613,6448.086567040099
15614,4555.565965520922
15615,6263.399222240337
15616,6097.435113535613
15617,5378.676173346871
15618,6520.190996007534
15619,6819.379987500563
15620,4984.584201378273
15621,4308.204990640962
15622,4212.43804351982
15623,5441.366023141986
15624,5247.120800937252
15625,4162.279722591376
15626,7443.192978786499
15627,5508.017614740776
15628,5755.570271315597
15629,5895.616053146861
15630,5234.541455393698
15631,5751.807761067671
15632,5950.784404658943
15633,4966.612350424499
15634,7046.843741520376
15635,5283.395960975589
15636,7512.166556499891
15637,5718.672484351906
15638,5661.122349114942
15639,4191.330773900061
15640,5558.018047763611
15641,7091.610005750237
15642,6607.602978064272
15643,4549.440390844932
15644,6146.805675981142
15645,5496.877584283974
15646,5605.060971108795
15647,7955.936453074421
15648,5725.095226915893
15649,6773.071950760007
15650,7990.002315601492
15651,5540.965236159081
15652,8053.964772378158
15653,4964.884878430392
15654,6815.368850758923
15655,4911.994541943027
15656,7174.352108783212
15657,5351.776091697188
15658,6737.19293923031
15659,7196.855875533194
15660,7719.237430241063
15661,7423.382714641935
15662,6825.429951241534
15663,7340.844178328947
15664,4338.809351400305
15665,4364.636312091125
15666,4729.8837463455975
15667,6650.1991592762715
15668,7377.036484867043
15669,5091.877692211252
15670,6564.097006115715
15671,5765.546032863379
15672,5376.583503433323
15673,6931.557630074004
15674,6230.090555485121
15675,4689.901971341584
15676,5518.4021085538
15677,5305.41967511377
15678,7489.566410011681
15679,6364.4742049886145
15680,4803.278313703965
15681,7327.9055006870585
15682,6210.6215463825365
15683,5651.1949011542665
15684,6607.686035253346
15685,6823.63995797222
15686,7819.083490413439
15687,5605.422712168032
15688,7333.8848548100905
15689,7313.373362691964
15690,6764.177501627552
15691,6218.876565917045
15692,5136.519824665716
15693,6688.993443938111
15694,6652.80567657657
15695,6215.89297008598
15696,7229.048498012278
15697,5329.570121081759
15698,7249.092922247306
15699,5524.781521844081
15700,7329.7461693204095
15701,4111.241166777385
15702,4700.120199007076
15703,3134.559189538598
15704,4476.9880614413605
15705,6047.655591162495
15706,6581.595278899033
15707,6040.2180702957
15708,6264.814833281526
15709,7042.037581142462
15710,6709.767307316858
15711,6371.797959113675
15712,7113.483160220749
15713,5568.81460051897
15714,4588.9783230906505
15715,5531.41402156607
15716,6445.057864325199
15717,5057.56026058255
15718,5438.977753588435
15719,6132.286181921677
15720,5723.217290448473
15721,5457.148849177589
15722,6818.533191186702
15723,6347.630421878135
15724,5103.421012676922
15725,5475.897586335948
15726,6866.157531688294
15727,6955.259950057578
15728,5039.928247163031
15729,5539.128956617009
15730,4820.920292759621
15731,5174.817901887458
15732,7501.845997611295
15733,6528.227357785489
15734,7360.772602860521
15735,5243.307795982881
15736,6656.74860371206
15737,6765.07308239313
15738,3404.657498731466
15739,3901.2489021345637
15740,7254.201097622952
15741,5568.966278409634
15742,6047.122922766902
15743,4555.496930563937
15744,6900.0010744306655
15745,7740.629126124506
15746,6358.248858581064
15747,5383.1905974496885
15748,7219.515345914413
15749,5603.85490168785
15750,6085.022187286694
15751,5427.955634967881
15752,5821.803195023057
15753,6514.040271419452
15754,6143.215329499747
15755,5810.1328929654555
15756,6779.318805451031
15757,5489.5170908995815
15758,5533.743895271009
15759,5583.8489845475615
15760,5709.326205859283
15761,5157.825866980916
15762,3293.093776966977
15763,5766.966754128591
15764,7925.262217277414
15765,7226.204954880339
15766,8282.693899201102
15767,5933.808391054491
15768,5442.656581282533
15769,4553.543316243953
15770,4240.280491035056
15771,5353.1927815996905
15772,5744.427597368612
15773,6534.731755995329
15774,3713.812648140377
15775,6483.19662487506
15776,5823.010987151194
15777,7695.880054803192
15778,6026.3817217777005
15779,7696.40815768746
15780,6164.691453357768
15781,6445.859340471896
15782,6812.853644704857
15783,7940.765616113191
15784,7729.743836005746
15785,7856.403828201392
15786,6536.555169326893
15787,6666.8751931529205
15788,4503.0758038507365
15789,4890.187799612186
15790,5498.748997869467
15791,6706.921545650916
15792,6678.984811609118
15793,6312.690451070482
15794,6673.636680004844
15795,6003.160088480688
15796,7845.399333549976
15797,6478.011342633837
15798,4678.918141329693
15799,6474.381224916183
15800,6635.806218580117
15801,5488.0902977848955
15802,4902.850762107321
15803,5850.335142974168
15804,7242.3708070208195
15805,6318.769652210818
15806,7514.359056421856
15807,5115.390472566405
15808,4699.283033079869
15809,7687.901340848894
15810,5940.869432119375
15811,7801.428483140626
15812,5818.572848860144
15813,5133.503300735837
15814,6138.848548783513
15815,7398.276279784199
15816,6705.81406134366
15817,3951.126116234862
15818,7149.478787826856
15819,7184.5445516180935
15820,4968.647676683478
15821,7231.019058774278
15822,6002.171957412075
15823,6112.039490000367
15824,5692.301633063825
15825,7171.5584555849055
15826,6118.572004337832
15827,5957.0474155356915
15828,4728.1506692771945
15829,4551.034387881518
15830,3646.4803081761947
15831,7130.267951381416
15832,4405.28210713973
15833,4641.532392840061
15834,6323.91430381393
15835,7293.429488739646
15836,7149.203540300943
15837,3524.8870003356906
15838,7721.507377677066
15839,4814.099963831775
15840,8025.21868621887
15841,3973.2082663678557
15842,6597.671574118369
15843,5838.490221042938
15844,5783.055792743313
15845,5361.594668576564
15846,7069.616130902643
15847,7741.185635353766
15848,5621.418169411685
15849,5057.654093075749
15850,7045.410987864482
15851,7199.22021098255
15852,8037.548217866277
15853,7374.508380904186
15854,5181.8069836335535
15855,3928.159449443435
15856,4202.325447032264
15857,5842.618471109024
15858,5672.949894338586
15859,5086.103888210872
15860,8224.873768866244
15861,5945.5999361355625
15862,6281.547723965731
15863,7635.402794022859
15864,5520.086444625227
15865,7222.034330226028
15866,6927.391242099017
15867,5694.947172039526
15868,7659.087127692621
15869,4941.414619967159
15870,7777.88118362046
15871,5737.113355116014
15872,7458.8695890929885
15873,8171.976544699219
15874,8086.263532420744
15875,7682.685503342607
15876,6179.953184612939
15877,6377.3849587946725
15878,7987.48362350012
15879,7387.776252569667
15880,7922.661769434655
15881,4790.398673597632
15882,7295.650917964578
15883,6432.823817969165
15884,6501.738914963403
15885,5297.556907046524
15886,5017.555598065443
15887,6679.930490890334
15888,4478.8739100253315
15889,6747.384271684316
15890,6020.528176638089
15891,5998.910852200812
15892,4587.826945916179
15893,5863.12861491997
15894,5208.026756501627
15895,5740.967776694031
15896,6496.342716296406
15897,6442.052015616279
15898,5121.630073623793
15899,7315.581585296088
15900,5640.26262884711
15901,6631.026552122141
15902,5195.925359989626
15903,6056.802286276313
15904,5465.130113282839
15905,8146.0121304609165
15906,7185.204524058496
15907,7185.285961435167
15908,5672.305389681454
15909,5572.736659690947
15910,5860.918693130291
15911,6453.065546356433
15912,6909.25362381498
15913,7084.274080975216
15914,5521.56370060392
15915,6189.464559127855
15916,5167.84998696577
15917,5451.353834101003
15918,4402.831419821188
15919,7338.394854668102
15920,5753.040624341423
15921,5731.02883486853
15922,7382.557923359895
15923,4852.194902263734
15924,5361.764354648584
15925,7345.841144285312
15926,6529.985532103831
15927,3687.5120673466663
15928,5375.251925085898
15929,6429.606628856707
15930,7052.408002826205
15931,6732.773282023966
15932,4278.867422643558
15933,4654.84429531996
15934,6083.73630236241
15935,5942.332750022984
15936,4304.825669917775
15937,6623.148674681797
15938,6668.815649339537
15939,6939.52688369476
15940,5840.6777196943085
15941,6623.829366693178
15942,7880.68997851588
15943,7829.904317209208
15944,5077.869429637022
15945,5440.6976584825225
15946,6029.40877830063
15947,4253.240617623568
15948,4780.705344401483
15949,2911.8809455980613
15950,8169.006389530261
15951,5745.035472702543
15952,6017.871750362378
15953,5101.4035736779615
15954,7034.165582636297
15955,6191.0935668984
15956,5801.977804211901
15957,6517.88625252429
15958,6620.114646292291
15959,6266.564532094596
15960,6529.913863888464
15961,5315.475345812646
15962,5029.170689902926
15963,7217.727534962445
15964,5846.939329957632
15965,6133.845615705141
15966,2932.673458336088
15967,5902.531660611228
15968,5946.243442301122
15969,4369.424871786581
15970,6476.693642852793
15971,5639.277523683914
15972,6225.297300899905
15973,6246.29182844127
15974,6510.059038467945
15975,8173.319783413141
15976,6559.423017238902
15977,7927.784415251766
15978,7848.142167587626
15979,7413.748977871221
15980,7189.064906923499
15981,5117.805201989127
15982,6750.288576704967
15983,7216.730126071785
15984,6858.178976576286
15985,4537.896664328328
15986,6262.638914407469
15987,3789.3903700122064
15988,5985.143622693365
15989,6678.986179163405
15990,5534.6420121175215
15991,6846.866744049273
15992,4358.786179965046
15993,5309.763864057037
15994,5741.213768548272
15995,5504.940776831332
15996,7264.687854187483
15997,5335.296634335576
15998,6597.238279454942
15999,6336.494941841614
16000,8004.774972860861
16001,6730.452815138227
16002,3969.335356497996
16003,6138.6256996108505
16004,5498.251488737763
16005,7213.02662953758
16006,7246.720728192207
16007,3990.619520494779
16008,5403.424342495677
16009,3689.194232979353
16010,3179.6299966749775
16011,6304.034629218005
16012,7396.856341367276
16013,7591.8010550363215
16014,5814.805835340156
16015,6407.577062427231
16016,5164.310862778763
16017,5990.977821517639
16018,6804.090029527982
16019,7393.708504441709
16020,5894.252912243513
16021,7550.37938087779
16022,6220.270752693419
16023,5276.223221094958
16024,6848.572407135803
16025,4535.729147840619
16026,6237.154430575922
16027,5469.678494754381
16028,7553.644582337773
16029,6291.5925562874145
16030,3128.7620273902994
16031,5903.824216988463
16032,6200.0229836792205
16033,6496.009385287077
16034,5016.045491233336
16035,7247.445532567521
16036,6543.704544835943
16037,4359.000061738826
16038,5446.223257165043
16039,2720.0960054416987
16040,5104.971628536283
16041,6771.450777855213
16042,6540.289196622084
16043,6690.461394626461
16044,4535.604443839367
16045,4404.447919976908
16046,6090.512261189871
16047,3932.669101893217
16048,4242.140758799942
16049,7977.528100577667
16050,5926.6043941953985
16051,6981.108986502222
16052,5949.437918186663
16053,4173.207533432175
16054,5225.795149168588
16055,7216.500572868708
16056,7862.682235252327
16057,2879.9391041423346
16058,5775.27532287566
16059,5493.682584942927
16060,7140.186085726151
16061,4097.244524471721
16062,7132.1759143250365
16063,6018.4091635032755
16064,6263.965635517644
16065,6100.559283072727
16066,6466.756890267402
16067,6870.885253740788
16068,5825.230428148582
16069,4207.6931411719825
16070,5767.593522456104
16071,5044.725475148468
16072,6976.84271840776
16073,5167.368192869157
16074,5407.65206615508
16075,6577.027947372714
16076,7489.732106561498
16077,7377.396777020933
16078,6475.462551108956
16079,6728.759017913504
16080,6475.360677153858
16081,4657.677050167864
16082,6437.130551515386
16083,3683.575771710468
16084,6844.720570459783
16085,5308.295362559179
16086,7182.4839013938
16087,7048.800486101721
16088,7556.13722038334
16089,5972.371918181866
16090,7068.055659688262
16091,5411.5468060948315
16092,6628.9957280788585
16093,4529.599142300584
16094,6101.534370536306
16095,4868.678305656708
16096,4430.814263331181
16097,6510.39088646098
16098,7257.7394327199345
16099,6123.633481672608
16100,7287.368667699015
16101,6576.983654623959
16102,7158.417343349163
16103,8010.6936517630875
16104,4531.095110858934
16105,4524.363919842363
16106,6393.496961049595
16107,4534.683925964135
16108,6828.189600397672
16109,6073.089517335011
16110,3152.367047719222
16111,3796.2692467670486
16112,4695.094644654069
16113,7023.984631909824
16114,5765.054246091808
16115,7715.881457217696
16116,6744.115516513563
16117,5114.913352870086
16118,6458.186153898264
16119,6259.065960319273
16120,4896.630799124056
16121,5444.71375904283
16122,5557.252545099339
16123,4237.601920382898
16124,5541.082489874507
16125,7287.814321455417
16126,6847.713437766491
16127,7071.672801212682
16128,6460.845796025902
16129,7162.145900241794
16130,7914.451726614578
16131,6467.093726680236
16132,6790.604886905516
16133,6287.41755004725
16134,4122.301431001747
16135,4177.301531999616
16136,4530.063183892653
16137,7708.932527116614
16138,2651.469508014537
16139,7185.301096175017
16140,7898.418095131705
16141,5478.57809425033
16142,4350.432870390135
16143,7306.457241302089
16144,7075.604535291834
16145,6690.399963750589
16146,3528.504621969558
16147,6041.188661861911
16148,6955.870415545364
16149,6833.077006632515
16150,5061.466695252116
16151,5731.8142173599
16152,7591.5484674164145
16153,3735.749537201814
16154,4249.522062543795
16155,6061.472405219306
16156,4676.677622246256
16157,5693.453927008818
16158,6479.819437141753
16159,5339.960867597725
16160,5479.44266798015
16161,7180.116379808036
16162,7103.456202469009
16163,3859.0114974701537
16164,4582.483154857936
16165,7245.95549547092
16166,6963.403361102836
16167,4760.6855392156585
16168,4221.476844009578
16169,4179.728497448729
16170,6051.447645253701
16171,6083.505345808816
16172,8174.232355491558
16173,6535.892926930661
16174,8068.451442947791
16175,6041.946268670449
16176,6135.710196243849
16177,6724.54857243747
16178,4693.24522314532
16179,5651.241618954708
16180,6891.815157253057
16181,6811.647942844593
16182,5353.245337500876
16183,5933.85910262182
16184,5942.1118716917545
16185,5488.023392680086
16186,4336.774034267715
16187,5838.804934908686
16188,7115.816542441828
16189,6054.74945611597
16190,7426.478441896275
16191,6593.9864922929455
16192,5749.196205864409
16193,6113.893195479478
16194,8270.181089472522
16195,7517.040736708341
16196,7470.706304172692
16197,6841.79246831102
16198,5347.174919371454
16199,5586.572815054694
16200,5631.3891831219535
16201,6792.887120898819
16202,6060.804407295615
16203,5927.149756102729
16204,4112.105896414703
16205,5648.738116572583
16206,5526.190256711647
16207,5103.473582030647
16208,5993.12970029838
16209,7849.954921050434
16210,7805.263948700511
16211,4818.774521773682
16212,4644.182694862615
16213,4975.456450062298
16214,3786.0105633900193
16215,6548.865794365086
16216,6750.278276160966
16217,4411.149235812388
16218,7412.352367419207
16219,3968.6284200983564
16220,6459.752325276944
16221,8401.4263786569
16222,6078.621536301068
16223,6128.718428600193
16224,5278.002399072242
16225,5607.77270950558
16226,5830.028452679775
16227,7713.770991476271
16228,7463.365668315297
16229,7044.317285164262
16230,7272.414340002433
16231,5793.916083828053
16232,3109.398878665681
16233,4193.577425251059
16234,6857.3800592108055
16235,6201.32538732065
16236,5935.081355571791
16237,7247.504361897953
16238,6353.966662184443
16239,5974.950391006199
16240,5572.411250717267
16241,3759.8398009271305
16242,7256.763507437125
16243,3562.6996266102033
16244,7090.822880959482
16245,7176.837412595169
16246,5659.899447044893
16247,7378.03760096638
16248,7581.23878117566
16249,7424.382877627562
16250,5763.570411469534
16251,6217.676031034324
16252,4516.302300807929
16253,8217.509301891025
16254,5420.173704143307
16255,6774.447094547758
16256,7711.204936826065
16257,7553.85271495742
16258,4853.633856500492
16259,6954.133605214639
16260,4042.18268051058
16261,3519.4065972343224
16262,6672.332110759001
16263,6966.12955204113
16264,6027.713564742458
16265,8065.403126299632
16266,5876.0788202408485
16267,5533.123757943501
16268,5420.553078757729
16269,6314.591212563373
16270,6126.753099173223
16271,6162.282563702415
16272,4938.000745418671
16273,5836.833970735495
16274,4562.526564977725
16275,6632.480881286113
16276,6684.742243338014
16277,7060.788637954712
16278,7275.984818759267
16279,6045.784200543783
16280,5706.5878576918
16281,4356.75654994305
16282,6363.176832991091
16283,7134.038854058599
16284,6555.521313278473
16285,5714.872484139506
16286,5104.239503022979
16287,5436.220622269679
16288,5044.176979184589
16289,6117.423911813562
16290,8022.825013849295
16291,4203.28361850156
16292,4325.49132829372
16293,4410.368684931606
16294,8082.52301588417
16295,5855.224791413035
16296,3955.311972193991
16297,4003.670048070826
16298,7297.039150265617
16299,4787.81883651847
16300,6505.787522375351
16301,7329.959700195957
16302,4082.443694941926
16303,5123.936216959355
16304,4597.137914952155
16305,5743.968246799916
16306,6525.462599453774
16307,7832.958455591088
16308,5136.148025600968
16309,7529.7817072730395
16310,3525.866053966476
16311,4161.097590639588
16312,6220.187592288245
16313,7127.570418404317
16314,6750.707085213084
16315,4448.378582942929
16316,4007.2435461101268
16317,8665.124748000588
16318,5717.043117435214
16319,5744.531520298649
16320,4971.062455132366
16321,5322.5614688824035
16322,5117.330700837537
16323,6676.381692015279
16324,7595.294248664461
16325,4060.903831899591
16326,8143.17746114576
16327,5856.55789316899
16328,6193.097753066931
16329,4299.450536468381
16330,4266.464561412641
16331,5748.709291599323
16332,7170.290080697878
16333,4678.002769599807
16334,6052.654406587048
16335,6054.458559982541
16336,6822.346543342549
16337,4333.052011034845
16338,6063.190759093005
16339,6204.986478104304
16340,5741.644095199662
16341,6629.975654093281
16342,7488.874583461498
16343,5637.762943142614
16344,7756.527278852938
16345,6211.652751076361
16346,4345.638590812252
16347,7155.002175658165
16348,5401.461649497341
16349,6055.273062118396
16350,6296.964549657028
16351,7348.559981251148
16352,4054.249395686298
16353,7334.505143672624
16354,5967.603439733371
16355,4594.721000272739
16356,5928.676970615564
16357,5507.317769814069
16358,5560.547031849097
16359,7351.334818674162
16360,6013.562015309973
16361,5916.796909235609
16362,6404.988491893206
16363,5392.951783337108
16364,7669.928338881036
16365,4329.103835638746
16366,6711.738511741928
16367,6202.308899616604
16368,5209.596048310705
16369,7796.662525270904
16370,7671.854915328955
16371,6555.664137857275
16372,5847.2298571982765
16373,7060.465801382278
16374,5764.798504915946
16375,3319.142755111151
16376,4024.436785086068
16377,5624.658308730795
16378,7502.951742986454
16379,4923.785461132878
16380,3772.5801611478582
16381,5572.623593421562
16382,7619.34298630505
16383,5450.442533129492
16384,4902.53825926206
16385,6635.225941205528
16386,8184.724597470624
16387,3503.689988099728
16388,6204.811860981301
16389,4990.617146568062
16390,5351.167939179036
16391,6255.862305285496
16392,4699.112338437281
16393,7767.230712367951
16394,5767.321496869361
16395,6866.236346247433
16396,6260.171936808344
16397,5296.6797507709825
16398,4921.467961041615
16399,5307.209991546012
16400,5673.393423611389
16401,7358.820213717616
16402,3746.8198925092493
16403,6178.9508207111685
16404,6757.725431126963
16405,5258.630791948871
16406,5332.117841186153
16407,5743.606668538391
16408,6506.368842980704
16409,7144.684555019467
16410,5100.62321370947
16411,6112.861683904486
16412,3982.970042355564
16413,7517.840875668491
16414,4370.203023448041
16415,5980.60757595319
16416,6145.38115733679
16417,7684.451399654907
16418,7235.83005723174
16419,2562.775644649906
16420,6019.732684218028
16421,4971.43125226102
16422,4810.758172081029
16423,7637.067539377795
16424,4496.253138505479
16425,5530.917466471371
16426,4517.934690683491
16427,6926.382231690913
16428,7327.620283528891
16429,6054.506854265158
16430,5373.194205656899
16431,6413.167679551318
16432,6820.039828563454
16433,7160.4404174839765
16434,5576.806047070308
16435,7082.4622368139135
16436,4615.295633783332
16437,8152.910987062876
16438,7385.14702454086
16439,5773.492156021017
16440,7255.29550587915
16441,3875.021731041078
16442,3485.409247955341
16443,7651.304476314201
16444,3861.917933155042
16445,7475.952601157509
16446,6829.443903483887
16447,4707.982824956315
16448,6973.052693580514
16449,7134.225012096273
16450,6181.57684806814
16451,4289.19089540575
16452,5157.926827779119
16453,6155.9835801431545
16454,4212.6546932255615
16455,6036.314713953987
16456,4013.9760311195796
16457,8090.261318444967
16458,6333.644275095134
16459,7029.280354867502
16460,5002.334904940869
16461,4025.56645988716
16462,4410.56077943393
16463,5067.639700806458
16464,6213.535862150458
16465,6813.789600608679
16466,7498.488004263974
16467,5619.999313203423
16468,6062.025867191312
16469,4230.006026616956
16470,4829.904528280686
16471,6464.774862574433
16472,3932.6328182199204
16473,7476.060009033508
16474,7997.029163269266
16475,7893.016607054817
16476,4191.059342841095
16477,7076.878677430013
16478,6198.8656327128265
16479,6252.658677496964
16480,3496.5314437052557
16481,4360.908290254355
16482,6528.200755746502
16483,5336.721467001547
16484,7397.451555032145
16485,7331.354962527899
16486,5378.259211683909
16487,3731.3064443662743
16488,7254.690938093798
16489,4474.467752712055
16490,7062.933298487235
16491,4868.63086900662
16492,6834.120223048568
16493,5964.749726733541
16494,5212.458217281493
16495,5618.491251922659
16496,6599.216232470569
16497,6520.308966171367
16498,5029.89332349167
16499,6319.3423127366095
16500,6062.130982794126
16501,7509.120073337715
16502,6025.691476502187
16503,4100.382984477602
16504,5708.031055305787
16505,6933.93954741625
16506,7108.154341196496
16507,4840.040672224354
16508,6372.105774532136
16509,3717.1798480839625
16510,3803.9305448019113
16511,4429.219742152017
16512,6971.537831645342
16513,6258.221472327578
16514,5773.38953342285
16515,6036.114003415931
16516,7377.305025235399
16517,6057.273194527691
16518,6805.584050081423
16519,6391.254331468342
16520,7050.647847359431
16521,7180.873836715373
16522,5566.823196414594
16523,6346.4015749395585
16524,6602.583912054785
16525,6175.970393397395
16526,5999.867584398313
16527,3998.1144855214334
16528,5526.80196999418
16529,5587.880662384052
16530,8043.720434506729
16531,7807.724444620117
16532,1994.6702121624799
16533,5751.371572048055
16534,7292.89617687441
16535,5874.34973680942
16536,5877.469743440315
16537,7321.016084955647
16538,6106.852927320819
16539,5078.977927582469
16540,2931.493388089174
16541,5349.294756865807
16542,4043.602075349844
16543,6018.4858054188535
16544,5665.378365825495
16545,7355.708182850822
16546,7257.631727382528
16547,6112.523514403827
16548,5373.042273661103
